"title","description","dataStream.name","dataStream.description","dataStream.observationType","dataStream.unitOfTruth","dataStream.unitOfCategory","observation.projectObservationUID","observation.resultTruthObservation.phenomenonTime","observation.resultTruthObservation.resultTime","observation.resultTruthObservation.result","observation.resultTruthObservation.submitTime","observation.resultCategoryObservation.phenomenonTime","observation.resultCategoryObservation.resultTime","observation.resultCategoryObservation.result","observation.resultCategoryObservation.submitTime","observation.image.imageStatus","observation.context.parameters","omProcess.license.licenseName","omProcess.license.licenseAttributionSource","omProcess.license.licenseAttributionAggregator","omProcess.processReference","omProcess.resultQuality.validationStatus","omProcess.resultQuality.validationMethod","omProcess.resultQuality.validationResult","omProcess.resultQuality.qualityGrade","omProcess_resultQuality_assessment","observedProperty.name","observedProperty.description","observedProperty.definition","sensor.name","sensor.description","sensor.encodingType","location.name","location.description","location.encodingType","location.locationDetails.mobileProperties.latitude","location.locationDetails.mobileProperties.longitude","thing.name","thing.description","featureOfInterest.name","featureOfInterest.description","featureOfInterest.encodingType","featureOfInterest.location","informationWithheld"
"Mosquito Alert: Insect Populations (Mosquitos)","Data from the Mosquito Alert Project pulled from GBIF","E89E424B-4E98-4390-80E9-6E3D6B064BCA-species occurrence","All species occurrence observations from a particular user taken with a sensor or manually","category observation | truth observation","{""name"":""truth observation"" | ""description"": ""whether a tiger mosquito is present""}","{""name"":""category observation"" | ""description"": ""scientific name""}","E89E424B-4E98-4390-80E9-6E3D6B064BCA","2018-04-13T19:52:03","2018-04-13T19:52:03","true","2018-04-13T19:52:03","2018-04-13T19:52:03","2018-04-13T19:52:03","Aedes albopictus","2018-04-13T19:52:03","true","Adult","http://creativecommons.org/publicdomain/zero/1.0/legalcode","This data set has been created through the efforts of the Mosquito Alert team and the thousands of citizen scientists who have volunteered their energy and contributed reports on the Mosquito Alert platform. We ask that you give attribution to the Mosquito Alert Community if you use this data in any publications.","Mosquito Alert, Escobar A, Oltra A (2018). Mosquito Alert: Tiger Mosquito Dataset. Version 1.6. CREAF - Centre de Recerca Ecològica i Aplicacions Forestals. Occurrence dataset https://doi.org/10.15470/t5a1os accessed via GBIF.org on 2020-08-11.","For information on sampling methods, go to http://www.mosquitoalert.com","true","The dataset includes reports from anonymous Mosquito Alert citizen scientists  tagged by them as 'adult mosquito', that contain at least one picture and that it has been evaluated by entomological experts. According to these experts, the picture/s of this observation could be tiger mosquito (Aedes albopictus): their taxonomic features can be clearly seen in the picture/s, especially the white stripe on head and thorax (confirmed; see dynamicProperties field); or only some characteristic features can be observed, but it could be this species nonetheless (probable; see dynamicProperties field). For more information, go to www.mosquitoalert.com","true","research","Identification data removed to enable anonymity based on User Preference","species occurrence","whether a species is observed at a location","https://www.sciencedirect.com/topics/earth-and-planetary-sciences/species-occurrence","E89E424B-4E98-4390-80E9-6E3D6B064BCA","Observation taken by user: E89E424B-4E98-4390-80E9-6E3D6B064BCA","varies","varies","Latitude and longitude of report location in decimal degrees. Mosquito Alert anonymous citizen scientists select, via the Mosquito Alert app, the location on a map, or use GPS and other Smartphone services to record their current location at the time of the observation. Accuracy or precision of the coordinates cannot be specified for each particular case, because it depends on many factors (each participant's device, specific day of recording, network coverage, GPS availability, etc.).","GeoJSON Point","37.996567","-1.186895","E89E424B-4E98-4390-80E9-6E3D6B064BCA","UID of expert validator","location.name","location.description","GeoJSON Point","location.locationDetails.mobileProperties.latitude|location.locationDetails.mobileProperties.longitude","This dataset is a simplified version of the original one. We have removed non-biological information, information that could compromise citizen scientists’ privacy and some redundant information."
"Mosquito Alert: Insect Populations (Mosquitos)","Data from the Mosquito Alert Project pulled from GBIF","FCEA76F6-CC44-43FF-AE10-AE58752ACC90-species occurrence","All species occurrence observations from a particular user taken with a sensor or manually","category observation | truth observation","{""name"":""truth observation"" | ""description"": ""whether a tiger mosquito is present""}","{""name"":""category observation"" | ""description"": ""scientific name""}","FCEA76F6-CC44-43FF-AE10-AE58752ACC90","2018-04-26T18:08:43","2018-04-26T18:08:43","true","2018-04-26T18:08:43","2018-04-26T18:08:43","2018-04-26T18:08:43","Aedes albopictus","2018-04-26T18:08:43","true","Adult","http://creativecommons.org/publicdomain/zero/1.0/legalcode","This data set has been created through the efforts of the Mosquito Alert team and the thousands of citizen scientists who have volunteered their energy and contributed reports on the Mosquito Alert platform. We ask that you give attribution to the Mosquito Alert Community if you use this data in any publications.","Mosquito Alert, Escobar A, Oltra A (2018). Mosquito Alert: Tiger Mosquito Dataset. Version 1.6. CREAF - Centre de Recerca Ecològica i Aplicacions Forestals. Occurrence dataset https://doi.org/10.15470/t5a1os accessed via GBIF.org on 2020-08-11.","For information on sampling methods, go to http://www.mosquitoalert.com","true","The dataset includes reports from anonymous Mosquito Alert citizen scientists  tagged by them as 'adult mosquito', that contain at least one picture and that it has been evaluated by entomological experts. According to these experts, the picture/s of this observation could be tiger mosquito (Aedes albopictus): their taxonomic features can be clearly seen in the picture/s, especially the white stripe on head and thorax (confirmed; see dynamicProperties field); or only some characteristic features can be observed, but it could be this species nonetheless (probable; see dynamicProperties field). For more information, go to www.mosquitoalert.com","true","research","Identification data removed to enable anonymity based on User Preference","species occurrence","whether a species is observed at a location","https://www.sciencedirect.com/topics/earth-and-planetary-sciences/species-occurrence","FCEA76F6-CC44-43FF-AE10-AE58752ACC90","Observation taken by user: FCEA76F6-CC44-43FF-AE10-AE58752ACC90","varies","varies","Latitude and longitude of report location in decimal degrees. Mosquito Alert anonymous citizen scientists select, via the Mosquito Alert app, the location on a map, or use GPS and other Smartphone services to record their current location at the time of the observation. Accuracy or precision of the coordinates cannot be specified for each particular case, because it depends on many factors (each participant's device, specific day of recording, network coverage, GPS availability, etc.).","GeoJSON Point","41.398167","2.160325","FCEA76F6-CC44-43FF-AE10-AE58752ACC90","UID of expert validator","location.name","location.description","GeoJSON Point","location.locationDetails.mobileProperties.latitude|location.locationDetails.mobileProperties.longitude","This dataset is a simplified version of the original one. We have removed non-biological information, information that could compromise citizen scientists’ privacy and some redundant information."
"Mosquito Alert: Insect Populations (Mosquitos)","Data from the Mosquito Alert Project pulled from GBIF","a9b6cd93-7608-4ab1-b1e1-1a740d91aabb-species occurrence","All species occurrence observations from a particular user taken with a sensor or manually","category observation | truth observation","{""name"":""truth observation"" | ""description"": ""whether a tiger mosquito is present""}","{""name"":""category observation"" | ""description"": ""scientific name""}","a9b6cd93-7608-4ab1-b1e1-1a740d91aabb","2018-04-01T16:32:41","2018-04-01T16:32:41","true","2018-04-01T16:32:41","2018-04-01T16:32:41","2018-04-01T16:32:41","Aedes albopictus","2018-04-01T16:32:41","true","Adult","http://creativecommons.org/publicdomain/zero/1.0/legalcode","This data set has been created through the efforts of the Mosquito Alert team and the thousands of citizen scientists who have volunteered their energy and contributed reports on the Mosquito Alert platform. We ask that you give attribution to the Mosquito Alert Community if you use this data in any publications.","Mosquito Alert, Escobar A, Oltra A (2018). Mosquito Alert: Tiger Mosquito Dataset. Version 1.6. CREAF - Centre de Recerca Ecològica i Aplicacions Forestals. Occurrence dataset https://doi.org/10.15470/t5a1os accessed via GBIF.org on 2020-08-11.","For information on sampling methods, go to http://www.mosquitoalert.com","true","The dataset includes reports from anonymous Mosquito Alert citizen scientists  tagged by them as 'adult mosquito', that contain at least one picture and that it has been evaluated by entomological experts. According to these experts, the picture/s of this observation could be tiger mosquito (Aedes albopictus): their taxonomic features can be clearly seen in the picture/s, especially the white stripe on head and thorax (confirmed; see dynamicProperties field); or only some characteristic features can be observed, but it could be this species nonetheless (probable; see dynamicProperties field). For more information, go to www.mosquitoalert.com","true","research","Identification data removed to enable anonymity based on User Preference","species occurrence","whether a species is observed at a location","https://www.sciencedirect.com/topics/earth-and-planetary-sciences/species-occurrence","a9b6cd93-7608-4ab1-b1e1-1a740d91aabb","Observation taken by user: a9b6cd93-7608-4ab1-b1e1-1a740d91aabb","varies","varies","Latitude and longitude of report location in decimal degrees. Mosquito Alert anonymous citizen scientists select, via the Mosquito Alert app, the location on a map, or use GPS and other Smartphone services to record their current location at the time of the observation. Accuracy or precision of the coordinates cannot be specified for each particular case, because it depends on many factors (each participant's device, specific day of recording, network coverage, GPS availability, etc.).","GeoJSON Point","32.056416","34.768715","a9b6cd93-7608-4ab1-b1e1-1a740d91aabb","UID of expert validator","location.name","location.description","GeoJSON Point","location.locationDetails.mobileProperties.latitude|location.locationDetails.mobileProperties.longitude","This dataset is a simplified version of the original one. We have removed non-biological information, information that could compromise citizen scientists’ privacy and some redundant information."
"Mosquito Alert: Insect Populations (Mosquitos)","Data from the Mosquito Alert Project pulled from GBIF","b2b683b0-2d8f-43b3-aaf1-821a3fbf064f-species occurrence","All species occurrence observations from a particular user taken with a sensor or manually","category observation | truth observation","{""name"":""truth observation"" | ""description"": ""whether a tiger mosquito is present""}","{""name"":""category observation"" | ""description"": ""scientific name""}","b2b683b0-2d8f-43b3-aaf1-821a3fbf064f","2018-04-21T15:39:48","2018-04-21T15:39:48","true","2018-04-21T15:39:48","2018-04-21T15:39:48","2018-04-21T15:39:48","Aedes albopictus","2018-04-21T15:39:48","true","Adult","http://creativecommons.org/publicdomain/zero/1.0/legalcode","This data set has been created through the efforts of the Mosquito Alert team and the thousands of citizen scientists who have volunteered their energy and contributed reports on the Mosquito Alert platform. We ask that you give attribution to the Mosquito Alert Community if you use this data in any publications.","Mosquito Alert, Escobar A, Oltra A (2018). Mosquito Alert: Tiger Mosquito Dataset. Version 1.6. CREAF - Centre de Recerca Ecològica i Aplicacions Forestals. Occurrence dataset https://doi.org/10.15470/t5a1os accessed via GBIF.org on 2020-08-11.","For information on sampling methods, go to http://www.mosquitoalert.com","true","The dataset includes reports from anonymous Mosquito Alert citizen scientists  tagged by them as 'adult mosquito', that contain at least one picture and that it has been evaluated by entomological experts. According to these experts, the picture/s of this observation could be tiger mosquito (Aedes albopictus): their taxonomic features can be clearly seen in the picture/s, especially the white stripe on head and thorax (confirmed; see dynamicProperties field); or only some characteristic features can be observed, but it could be this species nonetheless (probable; see dynamicProperties field). For more information, go to www.mosquitoalert.com","true","research","Identification data removed to enable anonymity based on User Preference","species occurrence","whether a species is observed at a location","https://www.sciencedirect.com/topics/earth-and-planetary-sciences/species-occurrence","b2b683b0-2d8f-43b3-aaf1-821a3fbf064f","Observation taken by user: b2b683b0-2d8f-43b3-aaf1-821a3fbf064f","varies","varies","Latitude and longitude of report location in decimal degrees. Mosquito Alert anonymous citizen scientists select, via the Mosquito Alert app, the location on a map, or use GPS and other Smartphone services to record their current location at the time of the observation. Accuracy or precision of the coordinates cannot be specified for each particular case, because it depends on many factors (each participant's device, specific day of recording, network coverage, GPS availability, etc.).","GeoJSON Point","38.341476","-0.513567","b2b683b0-2d8f-43b3-aaf1-821a3fbf064f","UID of expert validator","location.name","location.description","GeoJSON Point","location.locationDetails.mobileProperties.latitude|location.locationDetails.mobileProperties.longitude","This dataset is a simplified version of the original one. We have removed non-biological information, information that could compromise citizen scientists’ privacy and some redundant information."
"Mosquito Alert: Insect Populations (Mosquitos)","Data from the Mosquito Alert Project pulled from GBIF","c8df712d-c5f3-47ab-881c-8786e9c26fe1-species occurrence","All species occurrence observations from a particular user taken with a sensor or manually","category observation | truth observation","{""name"":""truth observation"" | ""description"": ""whether a tiger mosquito is present""}","{""name"":""category observation"" | ""description"": ""scientific name""}","c8df712d-c5f3-47ab-881c-8786e9c26fe1","2018-04-25T10:21:43","2018-04-25T10:21:43","true","2018-04-25T10:21:43","2018-04-25T10:21:43","2018-04-25T10:21:43","Aedes albopictus","2018-04-25T10:21:43","true","Adult","http://creativecommons.org/publicdomain/zero/1.0/legalcode","This data set has been created through the efforts of the Mosquito Alert team and the thousands of citizen scientists who have volunteered their energy and contributed reports on the Mosquito Alert platform. We ask that you give attribution to the Mosquito Alert Community if you use this data in any publications.","Mosquito Alert, Escobar A, Oltra A (2018). Mosquito Alert: Tiger Mosquito Dataset. Version 1.6. CREAF - Centre de Recerca Ecològica i Aplicacions Forestals. Occurrence dataset https://doi.org/10.15470/t5a1os accessed via GBIF.org on 2020-08-11.","For information on sampling methods, go to http://www.mosquitoalert.com","true","The dataset includes reports from anonymous Mosquito Alert citizen scientists  tagged by them as 'adult mosquito', that contain at least one picture and that it has been evaluated by entomological experts. According to these experts, the picture/s of this observation could be tiger mosquito (Aedes albopictus): their taxonomic features can be clearly seen in the picture/s, especially the white stripe on head and thorax (confirmed; see dynamicProperties field); or only some characteristic features can be observed, but it could be this species nonetheless (probable; see dynamicProperties field). For more information, go to www.mosquitoalert.com","true","research","Identification data removed to enable anonymity based on User Preference","species occurrence","whether a species is observed at a location","https://www.sciencedirect.com/topics/earth-and-planetary-sciences/species-occurrence","c8df712d-c5f3-47ab-881c-8786e9c26fe1","Observation taken by user: c8df712d-c5f3-47ab-881c-8786e9c26fe1","varies","varies","Latitude and longitude of report location in decimal degrees. Mosquito Alert anonymous citizen scientists select, via the Mosquito Alert app, the location on a map, or use GPS and other Smartphone services to record their current location at the time of the observation. Accuracy or precision of the coordinates cannot be specified for each particular case, because it depends on many factors (each participant's device, specific day of recording, network coverage, GPS availability, etc.).","GeoJSON Point","41.39125","2.181889","c8df712d-c5f3-47ab-881c-8786e9c26fe1","UID of expert validator","location.name","location.description","GeoJSON Point","location.locationDetails.mobileProperties.latitude|location.locationDetails.mobileProperties.longitude","This dataset is a simplified version of the original one. We have removed non-biological information, information that could compromise citizen scientists’ privacy and some redundant information."
"Mosquito Alert: Insect Populations (Mosquitos)","Data from the Mosquito Alert Project pulled from GBIF","d31b229a-fb76-4f3c-924f-be2dbadc6d56-species occurrence","All species occurrence observations from a particular user taken with a sensor or manually","category observation | truth observation","{""name"":""truth observation"" | ""description"": ""whether a tiger mosquito is present""}","{""name"":""category observation"" | ""description"": ""scientific name""}","d31b229a-fb76-4f3c-924f-be2dbadc6d56","2018-04-25T21:54:01","2018-04-25T21:54:01","true","2018-04-25T21:54:01","2018-04-25T21:54:01","2018-04-25T21:54:01","Aedes albopictus","2018-04-25T21:54:01","true","Adult","http://creativecommons.org/publicdomain/zero/1.0/legalcode","This data set has been created through the efforts of the Mosquito Alert team and the thousands of citizen scientists who have volunteered their energy and contributed reports on the Mosquito Alert platform. We ask that you give attribution to the Mosquito Alert Community if you use this data in any publications.","Mosquito Alert, Escobar A, Oltra A (2018). Mosquito Alert: Tiger Mosquito Dataset. Version 1.6. CREAF - Centre de Recerca Ecològica i Aplicacions Forestals. Occurrence dataset https://doi.org/10.15470/t5a1os accessed via GBIF.org on 2020-08-11.","For information on sampling methods, go to http://www.mosquitoalert.com","true","The dataset includes reports from anonymous Mosquito Alert citizen scientists  tagged by them as 'adult mosquito', that contain at least one picture and that it has been evaluated by entomological experts. According to these experts, the picture/s of this observation could be tiger mosquito (Aedes albopictus): their taxonomic features can be clearly seen in the picture/s, especially the white stripe on head and thorax (confirmed; see dynamicProperties field); or only some characteristic features can be observed, but it could be this species nonetheless (probable; see dynamicProperties field). For more information, go to www.mosquitoalert.com","true","research","Identification data removed to enable anonymity based on User Preference","species occurrence","whether a species is observed at a location","https://www.sciencedirect.com/topics/earth-and-planetary-sciences/species-occurrence","d31b229a-fb76-4f3c-924f-be2dbadc6d56","Observation taken by user: d31b229a-fb76-4f3c-924f-be2dbadc6d56","varies","varies","Latitude and longitude of report location in decimal degrees. Mosquito Alert anonymous citizen scientists select, via the Mosquito Alert app, the location on a map, or use GPS and other Smartphone services to record their current location at the time of the observation. Accuracy or precision of the coordinates cannot be specified for each particular case, because it depends on many factors (each participant's device, specific day of recording, network coverage, GPS availability, etc.).","GeoJSON Point","41.483627","2.1642","d31b229a-fb76-4f3c-924f-be2dbadc6d56","UID of expert validator","location.name","location.description","GeoJSON Point","location.locationDetails.mobileProperties.latitude|location.locationDetails.mobileProperties.longitude","This dataset is a simplified version of the original one. We have removed non-biological information, information that could compromise citizen scientists’ privacy and some redundant information."
"Mosquito Alert: Insect Populations (Mosquitos)","Data from the Mosquito Alert Project pulled from GBIF","fec17fbf-7a03-43af-9411-a41f07e3038d-species occurrence","All species occurrence observations from a particular user taken with a sensor or manually","category observation | truth observation","{""name"":""truth observation"" | ""description"": ""whether a tiger mosquito is present""}","{""name"":""category observation"" | ""description"": ""scientific name""}","fec17fbf-7a03-43af-9411-a41f07e3038d","2018-04-22T19:07:18","2018-04-22T19:07:18","true","2018-04-22T19:07:18","2018-04-22T19:07:18","2018-04-22T19:07:18","Aedes albopictus","2018-04-22T19:07:18","true","Adult","http://creativecommons.org/publicdomain/zero/1.0/legalcode","This data set has been created through the efforts of the Mosquito Alert team and the thousands of citizen scientists who have volunteered their energy and contributed reports on the Mosquito Alert platform. We ask that you give attribution to the Mosquito Alert Community if you use this data in any publications.","Mosquito Alert, Escobar A, Oltra A (2018). Mosquito Alert: Tiger Mosquito Dataset. Version 1.6. CREAF - Centre de Recerca Ecològica i Aplicacions Forestals. Occurrence dataset https://doi.org/10.15470/t5a1os accessed via GBIF.org on 2020-08-11.","For information on sampling methods, go to http://www.mosquitoalert.com","true","The dataset includes reports from anonymous Mosquito Alert citizen scientists  tagged by them as 'adult mosquito', that contain at least one picture and that it has been evaluated by entomological experts. According to these experts, the picture/s of this observation could be tiger mosquito (Aedes albopictus): their taxonomic features can be clearly seen in the picture/s, especially the white stripe on head and thorax (confirmed; see dynamicProperties field); or only some characteristic features can be observed, but it could be this species nonetheless (probable; see dynamicProperties field). For more information, go to www.mosquitoalert.com","true","research","Identification data removed to enable anonymity based on User Preference","species occurrence","whether a species is observed at a location","https://www.sciencedirect.com/topics/earth-and-planetary-sciences/species-occurrence","fec17fbf-7a03-43af-9411-a41f07e3038d","Observation taken by user: fec17fbf-7a03-43af-9411-a41f07e3038d","varies","varies","Latitude and longitude of report location in decimal degrees. Mosquito Alert anonymous citizen scientists select, via the Mosquito Alert app, the location on a map, or use GPS and other Smartphone services to record their current location at the time of the observation. Accuracy or precision of the coordinates cannot be specified for each particular case, because it depends on many factors (each participant's device, specific day of recording, network coverage, GPS availability, etc.).","GeoJSON Point","36.716072","-4.227281","fec17fbf-7a03-43af-9411-a41f07e3038d","UID of expert validator","location.name","location.description","GeoJSON Point","location.locationDetails.mobileProperties.latitude|location.locationDetails.mobileProperties.longitude","This dataset is a simplified version of the original one. We have removed non-biological information, information that could compromise citizen scientists’ privacy and some redundant information."
"Mosquito Alert: Insect Populations (Mosquitos)","Data from the Mosquito Alert Project pulled from GBIF","01fcfbce-d64d-42eb-b50b-4acc9902cb48-species occurrence","All species occurrence observations from a particular user taken with a sensor or manually","category observation | truth observation","{""name"":""truth observation"" | ""description"": ""whether a tiger mosquito is present""}","{""name"":""category observation"" | ""description"": ""scientific name""}","01fcfbce-d64d-42eb-b50b-4acc9902cb48","2018-05-24T12:41:50","2018-05-24T12:41:50","true","2018-05-24T12:41:50","2018-05-24T12:41:50","2018-05-24T12:41:50","Aedes albopictus","2018-05-24T12:41:50","true","Adult","http://creativecommons.org/publicdomain/zero/1.0/legalcode","This data set has been created through the efforts of the Mosquito Alert team and the thousands of citizen scientists who have volunteered their energy and contributed reports on the Mosquito Alert platform. We ask that you give attribution to the Mosquito Alert Community if you use this data in any publications.","Mosquito Alert, Escobar A, Oltra A (2018). Mosquito Alert: Tiger Mosquito Dataset. Version 1.6. CREAF - Centre de Recerca Ecològica i Aplicacions Forestals. Occurrence dataset https://doi.org/10.15470/t5a1os accessed via GBIF.org on 2020-08-11.","For information on sampling methods, go to http://www.mosquitoalert.com","true","The dataset includes reports from anonymous Mosquito Alert citizen scientists  tagged by them as 'adult mosquito', that contain at least one picture and that it has been evaluated by entomological experts. According to these experts, the picture/s of this observation could be tiger mosquito (Aedes albopictus): their taxonomic features can be clearly seen in the picture/s, especially the white stripe on head and thorax (confirmed; see dynamicProperties field); or only some characteristic features can be observed, but it could be this species nonetheless (probable; see dynamicProperties field). For more information, go to www.mosquitoalert.com","true","research","Identification data removed to enable anonymity based on User Preference","species occurrence","whether a species is observed at a location","https://www.sciencedirect.com/topics/earth-and-planetary-sciences/species-occurrence","01fcfbce-d64d-42eb-b50b-4acc9902cb48","Observation taken by user: 01fcfbce-d64d-42eb-b50b-4acc9902cb48","varies","varies","Latitude and longitude of report location in decimal degrees. Mosquito Alert anonymous citizen scientists select, via the Mosquito Alert app, the location on a map, or use GPS and other Smartphone services to record their current location at the time of the observation. Accuracy or precision of the coordinates cannot be specified for each particular case, because it depends on many factors (each participant's device, specific day of recording, network coverage, GPS availability, etc.).","GeoJSON Point","41.414135","2.165942","01fcfbce-d64d-42eb-b50b-4acc9902cb48","UID of expert validator","location.name","location.description","GeoJSON Point","location.locationDetails.mobileProperties.latitude|location.locationDetails.mobileProperties.longitude","This dataset is a simplified version of the original one. We have removed non-biological information, information that could compromise citizen scientists’ privacy and some redundant information."
"Mosquito Alert: Insect Populations (Mosquitos)","Data from the Mosquito Alert Project pulled from GBIF","02E152B6-11FC-4466-B1EB-7D5BD998E684-species occurrence","All species occurrence observations from a particular user taken with a sensor or manually","category observation | truth observation","{""name"":""truth observation"" | ""description"": ""whether a tiger mosquito is present""}","{""name"":""category observation"" | ""description"": ""scientific name""}","02E152B6-11FC-4466-B1EB-7D5BD998E684","2018-05-13T15:09:23","2018-05-13T15:09:23","true","2018-05-13T15:09:23","2018-05-13T15:09:23","2018-05-13T15:09:23","Aedes albopictus","2018-05-13T15:09:23","true","Adult","http://creativecommons.org/publicdomain/zero/1.0/legalcode","This data set has been created through the efforts of the Mosquito Alert team and the thousands of citizen scientists who have volunteered their energy and contributed reports on the Mosquito Alert platform. We ask that you give attribution to the Mosquito Alert Community if you use this data in any publications.","Mosquito Alert, Escobar A, Oltra A (2018). Mosquito Alert: Tiger Mosquito Dataset. Version 1.6. CREAF - Centre de Recerca Ecològica i Aplicacions Forestals. Occurrence dataset https://doi.org/10.15470/t5a1os accessed via GBIF.org on 2020-08-11.","For information on sampling methods, go to http://www.mosquitoalert.com","true","The dataset includes reports from anonymous Mosquito Alert citizen scientists  tagged by them as 'adult mosquito', that contain at least one picture and that it has been evaluated by entomological experts. According to these experts, the picture/s of this observation could be tiger mosquito (Aedes albopictus): their taxonomic features can be clearly seen in the picture/s, especially the white stripe on head and thorax (confirmed; see dynamicProperties field); or only some characteristic features can be observed, but it could be this species nonetheless (probable; see dynamicProperties field). For more information, go to www.mosquitoalert.com","true","research","Identification data removed to enable anonymity based on User Preference","species occurrence","whether a species is observed at a location","https://www.sciencedirect.com/topics/earth-and-planetary-sciences/species-occurrence","02E152B6-11FC-4466-B1EB-7D5BD998E684","Observation taken by user: 02E152B6-11FC-4466-B1EB-7D5BD998E684","varies","varies","Latitude and longitude of report location in decimal degrees. Mosquito Alert anonymous citizen scientists select, via the Mosquito Alert app, the location on a map, or use GPS and other Smartphone services to record their current location at the time of the observation. Accuracy or precision of the coordinates cannot be specified for each particular case, because it depends on many factors (each participant's device, specific day of recording, network coverage, GPS availability, etc.).","GeoJSON Point","41.433781","2.091348","02E152B6-11FC-4466-B1EB-7D5BD998E684","UID of expert validator","location.name","location.description","GeoJSON Point","location.locationDetails.mobileProperties.latitude|location.locationDetails.mobileProperties.longitude","This dataset is a simplified version of the original one. We have removed non-biological information, information that could compromise citizen scientists’ privacy and some redundant information."
"Mosquito Alert: Insect Populations (Mosquitos)","Data from the Mosquito Alert Project pulled from GBIF","02fc122e-06c0-48e7-add7-f0f2f95e97b1-species occurrence","All species occurrence observations from a particular user taken with a sensor or manually","category observation | truth observation","{""name"":""truth observation"" | ""description"": ""whether a tiger mosquito is present""}","{""name"":""category observation"" | ""description"": ""scientific name""}","02fc122e-06c0-48e7-add7-f0f2f95e97b1","2018-05-06T13:45:00","2018-05-06T13:45:00","true","2018-05-06T13:45:00","2018-05-06T13:45:00","2018-05-06T13:45:00","Aedes albopictus","2018-05-06T13:45:00","true","Adult","http://creativecommons.org/publicdomain/zero/1.0/legalcode","This data set has been created through the efforts of the Mosquito Alert team and the thousands of citizen scientists who have volunteered their energy and contributed reports on the Mosquito Alert platform. We ask that you give attribution to the Mosquito Alert Community if you use this data in any publications.","Mosquito Alert, Escobar A, Oltra A (2018). Mosquito Alert: Tiger Mosquito Dataset. Version 1.6. CREAF - Centre de Recerca Ecològica i Aplicacions Forestals. Occurrence dataset https://doi.org/10.15470/t5a1os accessed via GBIF.org on 2020-08-11.","For information on sampling methods, go to http://www.mosquitoalert.com","true","The dataset includes reports from anonymous Mosquito Alert citizen scientists  tagged by them as 'adult mosquito', that contain at least one picture and that it has been evaluated by entomological experts. According to these experts, the picture/s of this observation could be tiger mosquito (Aedes albopictus): their taxonomic features can be clearly seen in the picture/s, especially the white stripe on head and thorax (confirmed; see dynamicProperties field); or only some characteristic features can be observed, but it could be this species nonetheless (probable; see dynamicProperties field). For more information, go to www.mosquitoalert.com","true","research","Identification data removed to enable anonymity based on User Preference","species occurrence","whether a species is observed at a location","https://www.sciencedirect.com/topics/earth-and-planetary-sciences/species-occurrence","02fc122e-06c0-48e7-add7-f0f2f95e97b1","Observation taken by user: 02fc122e-06c0-48e7-add7-f0f2f95e97b1","varies","varies","Latitude and longitude of report location in decimal degrees. Mosquito Alert anonymous citizen scientists select, via the Mosquito Alert app, the location on a map, or use GPS and other Smartphone services to record their current location at the time of the observation. Accuracy or precision of the coordinates cannot be specified for each particular case, because it depends on many factors (each participant's device, specific day of recording, network coverage, GPS availability, etc.).","GeoJSON Point","39.474823","-0.393263","02fc122e-06c0-48e7-add7-f0f2f95e97b1","UID of expert validator","location.name","location.description","GeoJSON Point","location.locationDetails.mobileProperties.latitude|location.locationDetails.mobileProperties.longitude","This dataset is a simplified version of the original one. We have removed non-biological information, information that could compromise citizen scientists’ privacy and some redundant information."
